11211,SO43700,356,5/31/2011,"Road-650 Black, 62",Bikes,699.1
9374,SO43708,364,6/2/2011,"Road-650 Red, 52",Bikes,699.1
2789,SO43717,373,6/4/2011,"Road-650 Black, 62",Bikes,699.1
3679,SO43723,379,6/6/2011,"Road-650 Black, 58",Bikes,699.1
16903,SO43726,382,6/7/2011,"Road-650 Black, 58",Bikes,699.1
3536,SO43756,412,6/14/2011,"Road-650 Black, 58",Bikes,699.1
12587,SO43771,427,6/18/2011,"Road-650 Red, 52",Bikes,699.1
11781,SO43779,435,6/19/2011,"Road-650 Red, 44",Bikes,699.1
2840,SO43796,452,6/22/2011,"Road-650 Black, 52",Bikes,699.1
16998,SO43805,461,6/24/2011,"Road-650 Red, 48",Bikes,699.1
6953,SO43823,479,6/27/2011,"Road-650 Black, 52",Bikes,699.1
2784,SO43824,480,6/27/2011,"Road-650 Black, 44",Bikes,699.1
18436,SO43827,483,6/27/2011,"Road-650 Black, 44",Bikes,699.1
10202,SO43836,492,6/29/2011,"Road-650 Red, 62",Bikes,699.1
16460,SO43840,496,6/30/2011,"Road-650 Red, 44",Bikes,699.1
16321,SO43929,1295,7/3/2011,"Road-650 Red, 60",Bikes,699.1
7600,SO43935,1301,7/5/2011,"Road-650 Black, 60",Bikes,699.1
8521,SO43940,1306,7/5/2011,"Road-650 Black, 62",Bikes,699.1
10429,SO43943,1309,7/6/2011,"Road-650 Black, 44",Bikes,699.1
3653,SO43979,1345,7/13/2011,"Road-650 Red, 60",Bikes,699.1
16808,SO43982,1348,7/13/2011,"Road-650 Black, 52",Bikes,699.1
7587,SO44002,1368,7/19/2011,"Road-650 Black, 62",Bikes,699.1
12049,SO44003,1369,7/19/2011,"Road-650 Black, 52",Bikes,699.1
7262,SO44005,1371,7/19/2011,"Road-650 Black, 60",Bikes,699.1
4740,SO44007,1373,7/19/2011,"Road-650 Red, 58",Bikes,699.1
13154,SO44037,1403,7/24/2011,"Road-650 Red, 48",Bikes,699.1
3419,SO44039,1405,7/25/2011,"Road-650 Black, 52",Bikes,699.1
15463,SO44053,1419,7/29/2011,"Road-650 Black, 44",Bikes,699.1
2685,SO44057,1423,7/29/2011,"Road-650 Black, 44",Bikes,699.1
5162,SO44060,1426,7/29/2011,"Road-650 Black, 52",Bikes,699.1
18380,SO44151,2050,8/3/2011,"Road-650 Red, 48",Bikes,699.1
16846,SO44166,2065,8/6/2011,"Road-650 Black, 44",Bikes,699.1
9999,SO44172,2071,8/7/2011,"Road-650 Black, 44",Bikes,699.1
6719,SO44188,2087,8/13/2011,"Road-650 Black, 60",Bikes,699.1
7368,SO44189,2088,8/13/2011,"Road-650 Red, 60",Bikes,699.1
5765,SO44204,2103,8/16/2011,"Road-650 Black, 62",Bikes,699.1
7077,SO44219,2118,8/19/2011,"Road-650 Black, 44",Bikes,699.1
11965,SO44225,2124,8/21/2011,"Road-650 Red, 60",Bikes,699.1
15907,SO44231,2130,8/21/2011,"Road-650 Black, 60",Bikes,699.1
18686,SO44245,2144,8/23/2011,"Road-650 Red, 52",Bikes,699.1
8137,SO44255,2154,8/26/2011,"Road-650 Black, 48",Bikes,699.1
15254,SO44262,2161,8/27/2011,"Road-650 Red, 60",Bikes,699.1
6802,SO44265,2164,8/27/2011,"Road-650 Red, 58",Bikes,699.1
15829,SO44266,2165,8/27/2011,"Road-650 Black, 62",Bikes,699.1
14839,SO44267,2166,8/28/2011,"Road-650 Black, 62",Bikes,699.1
9168,SO44269,2168,8/29/2011,"Road-650 Red, 44",Bikes,699.1
15405,SO44322,2680,8/31/2011,"Road-650 Red, 48",Bikes,699.1
19708,SO44335,2693,9/4/2011,"Road-650 Red, 62",Bikes,699.1
19041,SO44342,2700,9/5/2011,"Road-650 Red, 58",Bikes,699.1
7970,SO44346,2704,9/6/2011,"Road-650 Black, 62",Bikes,699.1
4859,SO44353,2711,9/7/2011,"Road-650 Red, 44",Bikes,699.1
8616,SO44354,2712,9/7/2011,"Road-650 Black, 62",Bikes,699.1
3696,SO44367,2725,9/8/2011,"Road-650 Red, 48",Bikes,699.1
10096,SO44397,2755,9/12/2011,"Road-650 Red, 52",Bikes,699.1
18764,SO44409,2767,9/15/2011,"Road-650 Red, 58",Bikes,699.1
13866,SO44422,2780,9/18/2011,"Road-650 Red, 44",Bikes,699.1
7404,SO44436,2794,9/21/2011,"Road-650 Red, 60",Bikes,699.1
4848,SO44442,2800,9/22/2011,"Road-650 Black, 60",Bikes,699.1
1702,SO44452,2810,9/26/2011,"Road-650 Black, 58",Bikes,699.1
6131,SO44456,2814,9/26/2011,"Road-650 Red, 58",Bikes,699.1
19050,SO44460,2818,9/27/2011,"Road-650 Black, 60",Bikes,699.1
15017,SO44463,2821,9/28/2011,"Road-650 Black, 58",Bikes,699.1
5678,SO44465,2823,9/28/2011,"Road-650 Red, 58",Bikes,699.1
5050,SO44466,2824,9/28/2011,"Road-650 Black, 60",Bikes,699.1
5377,SO44471,2829,9/28/2011,"Road-650 Red, 60",Bikes,699.1
5286,SO44474,2832,9/29/2011,"Road-650 Red, 52",Bikes,699.1
8099,SO44588,3962,10/4/2011,"Road-650 Black, 52",Bikes,699.1
4850,SO44591,3965,10/5/2011,"Road-650 Red, 52",Bikes,699.1
11071,SO44603,3977,10/7/2011,"Road-650 Black, 52",Bikes,699.1
12557,SO44604,3978,10/7/2011,"Road-650 Red, 60",Bikes,699.1
6558,SO44624,3998,10/10/2011,"Road-650 Black, 52",Bikes,699.1
5496,SO44639,4013,10/12/2011,"Road-650 Red, 52",Bikes,699.1
17924,SO44642,4016,10/12/2011,"Road-650 Red, 52",Bikes,699.1
7688,SO44653,4027,10/14/2011,"Road-650 Red, 44",Bikes,699.1
14888,SO44661,4035,10/15/2011,"Road-650 Black, 62",Bikes,699.1
3893,SO44665,4039,10/15/2011,"Road-650 Black, 60",Bikes,699.1
6307,SO44675,4049,10/17/2011,"Road-650 Black, 62",Bikes,699.1
16706,SO44681,4055,10/19/2011,"Road-650 Black, 52",Bikes,699.1
12077,SO44687,4061,10/20/2011,"Road-650 Black, 52",Bikes,699.1
15875,SO44698,4072,10/22/2011,"Road-650 Red, 44",Bikes,699.1
7549,SO44701,4075,10/23/2011,"Road-650 Black, 62",Bikes,699.1
19530,SO44717,4091,10/26/2011,"Road-650 Black, 62",Bikes,699.1
17952,SO44721,4095,10/27/2011,"Road-650 Black, 52",Bikes,699.1
6973,SO44726,4100,10/28/2011,"Road-650 Black, 58",Bikes,699.1
10348,SO44736,4110,10/30/2011,"Road-650 Red, 48",Bikes,699.1
2645,SO44809,4923,11/1/2011,"Road-650 Black, 52",Bikes,699.1
5295,SO44829,4943,11/3/2011,"Road-650 Black, 60",Bikes,699.1
4227,SO44849,4963,11/7/2011,"Road-650 Red, 60",Bikes,699.1
12772,SO44850,4964,11/7/2011,"Road-650 Black, 62",Bikes,699.1
11215,SO44855,4969,11/7/2011,"Road-650 Red, 58",Bikes,699.1
10223,SO44856,4970,11/7/2011,"Road-650 Red, 48",Bikes,699.1
8445,SO44874,4988,11/10/2011,"Road-650 Red, 58",Bikes,699.1
4995,SO44907,5021,11/14/2011,"Road-650 Red, 62",Bikes,699.1
15636,SO44920,5034,11/15/2011,"Road-650 Black, 44",Bikes,699.1
16696,SO44926,5040,11/16/2011,"Road-650 Red, 48",Bikes,699.1
11342,SO44943,5057,11/18/2011,"Road-650 Red, 52",Bikes,699.1
13102,SO44944,5058,11/18/2011,"Road-650 Black, 58",Bikes,699.1
18665,SO44945,5059,11/18/2011,"Road-650 Red, 60",Bikes,699.1
10663,SO44955,5069,11/19/2011,"Road-650 Black, 52",Bikes,699.1
17905,SO44958,5072,11/20/2011,"Road-650 Black, 58",Bikes,699.1
14840,SO44964,5078,11/20/2011,"Road-650 Black, 60",Bikes,699.1
19612,SO44965,5079,11/20/2011,"Road-650 Black, 58",Bikes,699.1
9118,SO44968,5082,11/21/2011,"Road-650 Black, 52",Bikes,699.1
16852,SO44978,5092,11/22/2011,"Road-650 Red, 60",Bikes,699.1
16465,SO44986,5100,11/23/2011,"Road-650 Red, 48",Bikes,699.1
19663,SO44988,5102,11/24/2011,"Road-650 Black, 44",Bikes,699.1
14176,SO44990,5104,11/24/2011,"Road-650 Black, 44",Bikes,699.1
18517,SO44998,5112,11/25/2011,"Road-650 Black, 48",Bikes,699.1
3279,SO45009,5123,11/27/2011,"Road-650 Black, 44",Bikes,699.1
5238,SO45012,5126,11/27/2011,"Road-650 Black, 52",Bikes,699.1
7921,SO45014,5128,11/27/2011,"Road-650 Red, 60",Bikes,699.1
15126,SO45037,5151,11/30/2011,"Road-650 Black, 58",Bikes,699.1
18344,SO45080,5531,12/1/2011,"Road-650 Black, 58",Bikes,699.1
4330,SO45081,5532,12/1/2011,"Road-650 Black, 44",Bikes,699.1
16040,SO45100,5551,12/5/2011,"Road-650 Red, 44",Bikes,699.1
6148,SO45111,5562,12/7/2011,"Road-650 Red, 44",Bikes,699.1
19182,SO45112,5563,12/7/2011,"Road-650 Red, 62",Bikes,699.1
3682,SO45117,5568,12/8/2011,"Road-650 Black, 52",Bikes,699.1
3936,SO45148,5599,12/13/2011,"Road-650 Black, 52",Bikes,699.1
10231,SO45163,5614,12/15/2011,"Road-650 Red, 48",Bikes,699.1
9736,SO45172,5623,12/17/2011,"Road-650 Black, 60",Bikes,699.1
16796,SO45183,5634,12/18/2011,"Road-650 Black, 60",Bikes,699.1
6485,SO45184,5635,12/18/2011,"Road-650 Red, 58",Bikes,699.1
3310,SO45191,5642,12/19/2011,"Road-650 Red, 48",Bikes,699.1
12660,SO45222,5673,12/24/2011,"Road-650 Red, 52",Bikes,699.1
15818,SO45225,5676,12/25/2011,"Road-650 Black, 44",Bikes,699.1
5182,SO45226,5677,12/25/2011,"Road-650 Black, 52",Bikes,699.1
7048,SO45227,5678,12/25/2011,"Road-650 Red, 60",Bikes,699.1
9746,SO45234,5685,12/27/2011,"Road-650 Red, 48",Bikes,699.1
4043,SO45239,5690,12/28/2011,"Road-650 Red, 48",Bikes,699.1
10386,SO45243,5694,12/28/2011,"Road-650 Black, 60",Bikes,699.1
13161,SO45247,5698,12/29/2011,"Road-650 Black, 60",Bikes,699.1
15076,SO45251,5702,12/30/2011,"Road-650 Black, 60",Bikes,699.1
12708,SO45256,5707,12/30/2011,"Road-650 Black, 62",Bikes,699.1
18023,SO45258,5709,12/30/2011,"Road-650 Black, 48",Bikes,699.1
8533,SO45263,5714,12/31/2011,"Road-650 Black, 48",Bikes,699.1
7489,SO45347,6585,1/1/2012,"Road-650 Black, 52",Bikes,699.1
6960,SO45354,6592,1/2/2012,"Road-650 Black, 48",Bikes,699.1
19305,SO45366,6604,1/4/2012,"Road-650 Red, 52",Bikes,699.1
13343,SO45367,6605,1/4/2012,"Road-650 Red, 48",Bikes,699.1
9201,SO45368,6606,1/4/2012,"Road-650 Red, 48",Bikes,699.1
7236,SO45380,6618,1/6/2012,"Road-650 Red, 62",Bikes,699.1
15683,SO45383,6621,1/6/2012,"Road-650 Black, 58",Bikes,699.1
15319,SO45384,6622,1/6/2012,"Road-650 Black, 44",Bikes,699.1
3223,SO45385,6623,1/6/2012,"Road-650 Black, 60",Bikes,699.1
12113,SO45414,6652,1/11/2012,"Road-650 Red, 52",Bikes,699.1
1704,SO45435,6673,1/14/2012,"Road-650 Black, 62",Bikes,699.1
9436,SO45439,6677,1/14/2012,"Road-650 Red, 44",Bikes,699.1
8093,SO45448,6686,1/16/2012,"Road-650 Red, 62",Bikes,699.1
7002,SO45460,6698,1/19/2012,"Road-650 Black, 60",Bikes,699.1
14932,SO45465,6703,1/20/2012,"Road-650 Black, 52",Bikes,699.1
8237,SO45486,6724,1/24/2012,"Road-650 Red, 62",Bikes,699.1
14194,SO45492,6730,1/25/2012,"Road-650 Red, 52",Bikes,699.1
4301,SO45493,6731,1/25/2012,"Road-650 Red, 58",Bikes,699.1
17375,SO45495,6733,1/25/2012,"Road-650 Black, 52",Bikes,699.1
16930,SO45504,6742,1/26/2012,"Road-650 Black, 48",Bikes,699.1
20122,SO45584,7411,1/29/2012,"Road-650 Black, 62",Bikes,699.1
14344,SO45591,7418,1/30/2012,"Road-650 Red, 44",Bikes,699.1
5532,SO45596,7423,1/31/2012,"Road-650 Black, 58",Bikes,699.1
10166,SO45597,7424,1/31/2012,"Road-650 Red, 48",Bikes,699.1
5373,SO45598,7425,1/31/2012,"Road-650 Black, 48",Bikes,699.1
13109,SO45607,7434,2/1/2012,"Road-650 Red, 52",Bikes,699.1
5878,SO45615,7442,2/3/2012,"Road-650 Black, 52",Bikes,699.1
17799,SO45627,7454,2/4/2012,"Road-650 Red, 62",Bikes,699.1
9899,SO45638,7465,2/6/2012,"Road-650 Red, 62",Bikes,699.1
14071,SO45652,7479,2/9/2012,"Road-650 Black, 60",Bikes,699.1
3524,SO45661,7488,2/10/2012,"Road-650 Black, 52",Bikes,699.1
17965,SO45666,7493,2/11/2012,"Road-650 Red, 44",Bikes,699.1
2546,SO45672,7499,2/12/2012,"Road-650 Black, 48",Bikes,699.1
3320,SO45675,7502,2/12/2012,"Road-650 Black, 48",Bikes,699.1
7128,SO45685,7512,2/14/2012,"Road-650 Red, 60",Bikes,699.1
19504,SO45688,7515,2/14/2012,"Road-650 Red, 58",Bikes,699.1
12896,SO45698,7525,2/15/2012,"Road-650 Red, 44",Bikes,699.1
10220,SO45699,7526,2/15/2012,"Road-650 Black, 62",Bikes,699.1
7241,SO45702,7529,2/16/2012,"Road-650 Red, 58",Bikes,699.1
17236,SO45748,7575,2/23/2012,"Road-650 Black, 58",Bikes,699.1
4894,SO45751,7578,2/23/2012,"Road-650 Black, 48",Bikes,699.1
9244,SO45818,8102,2/29/2012,"Road-650 Red, 48",Bikes,699.1
20369,SO45820,8104,2/29/2012,"Road-650 Black, 48",Bikes,699.1
6258,SO45828,8112,3/2/2012,"Road-650 Red, 52",Bikes,699.1
16288,SO45848,8132,3/5/2012,"Road-650 Black, 48",Bikes,699.1
20322,SO45852,8136,3/6/2012,"Road-650 Black, 48",Bikes,699.1
9291,SO45855,8139,3/6/2012,"Road-650 Black, 44",Bikes,699.1
17831,SO45871,8155,3/9/2012,"Road-650 Red, 44",Bikes,699.1
8243,SO45879,8163,3/11/2012,"Road-650 Black, 44",Bikes,699.1
3509,SO45887,8171,3/11/2012,"Road-650 Red, 52",Bikes,699.1
20499,SO45894,8178,3/13/2012,"Road-650 Black, 58",Bikes,699.1
12911,SO45930,8214,3/17/2012,"Road-650 Red, 48",Bikes,699.1
7826,SO45935,8219,3/18/2012,"Road-650 Red, 44",Bikes,699.1
11926,SO45939,8223,3/19/2012,"Road-650 Black, 60",Bikes,699.1
18844,SO45945,8229,3/19/2012,"Road-650 Red, 62",Bikes,699.1
8454,SO45948,8232,3/20/2012,"Road-650 Black, 52",Bikes,699.1
13495,SO45965,8249,3/22/2012,"Road-650 Red, 58",Bikes,699.1
13300,SO45967,8251,3/23/2012,"Road-650 Red, 44",Bikes,699.1
15261,SO45972,8256,3/24/2012,"Road-650 Red, 62",Bikes,699.1
